"","Budget","Duration","LateNite","Sales"
"1",5.54524630440226,28.4601586810381,TRUE,53.6224170282421
"2",5.76358113541041,16.936102896271,FALSE,60.3173930540081
"3",3.51675259177211,12.9126138520159,FALSE,47.3273719060748
"4",5.80507720561025,19.0348780397013,TRUE,54.183271630552
"5",4.46036004787465,12.9204240519169,TRUE,46.5365538805096
"6",5.82691693432477,20.3135513144117,TRUE,54.366758072255
"7",4.57562112587366,17.0060321270853,TRUE,47.7174101627605
"8",4.93546803862385,15.7454283178239,FALSE,55.6933535325539
"9",6.27504109861783,20.8839855965624,TRUE,57.7240038044465
"10",4.4517314633413,16.6188668125113,FALSE,51.7887814059642
"11",5.12106841870844,16.3136137940532,TRUE,51.3497282890189
"12",3.87591358696756,16.9234074768791,FALSE,50.9412461715032
"13",5.08363559716087,19.4083178771003,TRUE,50.7025679188044
"14",4.938019675658,16.4278632792409,TRUE,49.2751417312974
"15",6.4017867755253,30.9058650955922,TRUE,55.9864409549821
"16",5.01282316702217,13.7153410210161,FALSE,57.7375676083251
"17",2.39941284918925,22.6717083171903,FALSE,41.2037420648441
"18",5.25310621059522,18.8148591024082,TRUE,51.7715595881329
"19",5.1891455524054,20.5846196492739,TRUE,49.3098673728602
"20",4.91771564413805,25.8270913656885,FALSE,55.712924791795
"21",2.41350735113801,18.0317074848682,FALSE,40.9458566950328
"22",4.81790268125283,23.6939898088876,FALSE,54.1337286266551
"23",5.74440854584166,16.8997002590804,TRUE,53.0468812274697
"24",5.49443127606323,19.0753725741257,FALSE,56.8252930355676
"25",5.53521804939203,20.5489409428647,TRUE,52.054465849158
"26",4.38111121189,14.6767216774119,TRUE,48.3282330670267
"27",5.55512471015514,18.7311022936829,TRUE,51.15690577758
"28",4.08002711883359,20.748364647753,FALSE,51.5722932756583
"29",5.65993427040121,21.6865634946221,TRUE,53.5654681919109
"30",4.59721971985352,18.589993774831,TRUE,47.7932206759888
